!	!	!	PUNCT
"	"	''	PUNCT
''n	''n	DET	DET.Ind.Acc.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Fem	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Masc	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''t	''t	PRON.2.Acc.Sg.clit	PRON.2.Acc.Sg.clit
Doato	då'tO	då+tO	ADV
Doch	dox	dox	ADV
Dohn	dOn	dOn	AUX.Inf
Dohn	dOn	dOn	AUX._.Pl.Ind.Prs
Dohr	dOr	dOr	NOUN.Neut.Acc.Sg
Dohr	dOr	dOr	NOUN.Neut.Dat.Sg
Dood	dOd	dOd	ADJ.Pos.Fem.Acc	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dood	dOd	dOd	ADJ.Pos.Fem.Nom	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dood	dOd	dOd	ADJ.Pos.Masc.Nom	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dood	dOd	dOd	ADJ.Pos.Neut.Acc.wk	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dood	dOd	dOd	ADJ.Pos.Neut.Nom.wk	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dood	dOd	dOd	ADJ.Pos.Pl.Acc.wk	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dood	dOd	dOd	ADJ.Pos.Pl.Nom.wk	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dood	dOd	dOd	ADJ.Pred	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dood	dOd	dOd	ADV	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dood'	dOd	dOd	NOUN.Masc.Dat.Sg
Doød	dOd	dOd	NOUN.Masc.Nom.Sg.ocr
Dran	dår+an	dår+an	ADV
Dre	drE	drE	NUM
Dree	drE	drE	NUM
Dreef	drEf	drIven	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dreef	drEf	drIven	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dreevürtelstunn	drE'für'tel'stun	drE/NUM+firtel/NUM+stund	NOUN.Fem.Acc.Sg
Dreigoner	drei'gO'ner	dragOner	NOUN.Masc.Pl.Dat
Dreigoner	drei'gO'ner	dragOner	NOUN.Masc.Acc.Sg
Dreigoner	drei'gO'ner	dragOner	NOUN.Masc.Nom.Pl
Drichel	dri'xel	drixel	PROPN.Fam.Masc.Nom.Sg
Drichel'n	dri'xeln	drixel	PROPN.Fam.Masc.Acc.Sg
Drinkgeld	drink'geld	drinken/VERB+geld	NOUN.Neut.Acc.Sg
Drohm	drOm	drOm	NOUN.Masc.Nom.Sg
Droog	drOg	drågen	VERB.3.Sg.Ind.Prt.st.vi
Drubbels	dru'bels	drubel	NOUN.Pl_s.Acc.Sg
Drum	drum	dår+üm	ADV.hd
Drup	drup	dår+up	ADV
Drupp	drup	dårup	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dröasig	drœ'sig	drœsig	PROPN.Fam.Masc.Nom.Sg
Dröasig	drœ'sig	drœsig	PROPN.Fam.Masc.Acc.Sg
Dröasig's	drœ'sigs	drœsig	PROPN.Fam.Masc.Gen.Sg
Dröggt	drögt	drågen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dröggt	drögt	drågen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dröggt	drögt	drågen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dröggt	drögt	drågen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dröggt	drögt	drågen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Drüm	drüm	dår+üm	ADV
Drünk	drünk	drinken	VERB.3.Sg.Ind.Prt.st.iii
Drüttein	drü'tein	drütein	NUM
Du	dU	dU	PRON.2.Sg.Nom
Dunn	dun	dun	ADV
Dussel	du'sel	dusel	NOUN.Masc.Nom.Sg
Dähl	dÄl	dÄl	NOUN.Fem.Nom.Sg
Döcht	döxt	dÖgen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Döcht	döxt	dÖgen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Döcht	döxt	dÖgen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Döcht	döxt	dÖgen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Döcht	döxt	dÖgen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Dörch	dörx	dörx	ADP
Dörch	dörx	dörx	PART
Dört'	dört	dört	PROPN.Fem.Nom.Sg
Dört'	dört	dört	PROPN.Fem.Acc.Sg
Döscher	dö'Ser	döSen/VERB-er	NOUN.Masc.Nom.Sg
Dü'rsten	dÜrs'ten	dÜr	ADJ.Spv.Masc.Dat.Sg.Def
Dü'rsten	dÜrs'ten	dÜr	ADJ.Spv.Masc.Dat.Sg.Def
Dü'rsten	dÜrs'ten	dÜr/ADJ.Spv	NOUN.Masc.Dat.Sg
Düllst'	dülst	dul	ADJ.Spv.Neut.Nom.Sg.Def
Düllst'	dülst	dul/ADJ.Spv	NOUN.Neut.Nom.Sg
Düsing'n	dÜ'sin'gen	dÜsingen?	NOUN.Neut?.Nom.Sg
Düstern	dÜs'tern	dÜster	ADJ.Pos.Masc.Acc.Sg.Ind
Düstern	dÜs'tern	dÜster	ADJ.Pos.Masc.Dat.Sg.Def
Düstern	dÜs'tern	dÜster/ADJ.Pos	NOUN.Masc.Dat.Sg
Düstern	dÜs'tern	dÜster/ADJ.Pos	NOUN.Masc.Acc.Sg
Eeener	E'ner	En	PRON.Ind.Nom.Sg.Masc
Een	En	En	DET.Ind.Neut.Nom.Sg
Een	En	En	DET.Ind.Neut.Nom.Sg
Een	En	En	DET.Ind.Fem.Acc.Sg
Een	En	En	DET.Ind.Masc.Acc.Sg
Een	En	En	DET.Ind.Masc.Nom.Sg
Een	En	En	DET.Ind.Neut.Acc.Sg
Een	En	En	NUM
Een'	En'	DET	DET.Ind.Acc.Sg.Masc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Een't	Ent	En	PRON.Ind.Dat.Sg
Eene	E'ne	En	DET.Ind.Fem.Acc.Sg
Eenen	E'nen	DET	DET.Ind.Acc.Sg.Masc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Eenzigst	En'tsigst	Entsig	ADJ.Spv.Neut.Nom.Sg
Eenzigst	En'tsigst	Entsig	ADJ.Spv.Neut.Nom.Sg
Eenzigst	En'tsigst	Entsig/ADJ.Spv	NOUN.Neut.Nom.Sg
Ees	Es	Ens	ADV
Eh'	E'	E	INTJ	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Ehstand	E'stand	E/NOUN.Fem+stand	NOUN.Masc.Acc.Sg
Ei	ei	ei	INTJ.hd
Eifer	ei'fer	eifer	NOUN.Masc.Dat.Sg.hd
Elfmann's	elf'mans	elf/NUM+man/NOUN.Masc-s	ADV
Em	em	hE	PRON.3.Acc.Sg.Masc
Em	em	hE	PRON.3.Dat.Sg.Masc
End'	end	end	NOUN.Neut.Dat.Sg
Enn	en	end	NOUN.Neut.Nom.Sg
Enn	en	end	NOUN.Neut.Dat.Sg
Enn	en	end	NOUN.Neut.Acc.Sg
Ennen	e'nen	enen	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Erd'	Erd	Erd	NOUN.Fem.Dat.Sg
Ersatz	er'sats	er'sats	NOUN.Masc.Nom.Sg
Erst	erst	erst/ADJ.Spv	ADV
Essigbuddel	e'sig'bu'del	esig/NOUN.Masc.hd+budel	NOUN.Masc.Dat.Sg
Etwas	et'was	etwas	ADV
Europa	äu'rO'pa	äurOpa	PROPN.Top.Neut.Nom.Sg
Eva	E'fa	Efa	PROPN.Fem.Nom.Sg
Eva	E'fa	Efa	PROPN.Fem.Acc.Sg
Exerzeerplatz	ek'ser'tsEr'plats	eksertsEren/VERB+plats	NOUN.Masc.Dat.Sg
Faarber	far'ber	farv/NOUN.Fem-er	NOUN.Masc.Nom.Sg
Fach	fax	fax	NOUN.Neut.Acc.Sg.hd
Falten	fal'ten	falt	NOUN.Fem.Pl_en.Acc
Farber	far'ber	farv/NOUN.Fem-er	NOUN.Masc.Dat.Sg
Farber	far'ber	farv/NOUN.Fem-er	NOUN.Masc.Nom.Sg
Fast	fast	fast	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Feel	fEl	falen	VERB.3.Sg.Ind.Prt.st
Fenster	fens'ter	fenster	NOUN.Neut.Acc.Sg
Fenster	fens'ter	fenster	NOUN.Neut.Dat.Sg
Fi	fI	fI	INTJ
Fie'rstunn	fIr'stun	fIren/VERB+stund	NOUN.Fem.Nom.Sg
Fieken	fI'ken	fIken	PROPN.Neut.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fieken	fI'ken	fIken	PROPN.Neut.Dat	0.5	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fieken	fI'ken	fIken	PROPN.Neut.Nom	0.5	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Filzschoh	filts'SO	filts/NOUN.Neut+sO	NOUN.Masc.Nom.Sg
Fix	fiks	fiks	ADV
Flacturschrift	flak'tur'Srift	fraktur?+Srift	NOUN.Fem.Dat.Sg
Fluch	flUx	flUx	NOUN.Masc.Acc.Sg.hd
Foaselhans	få'sel'hans	fåseln/VERB+hans/PROPN.Masc	NOUN.Masc.Nom.Sg
Frank	frank	frank	PROPN.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Frank	frank	frank	PROPN.Masc.Dat	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Frank	frank	frank	PROPN.Masc.Nom	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Frankreich	frank'reix	frankreix	PROPN.Top.Neut.Dat.Sg.hd
Franz	frants	frants	PROPN.Masc.Dat.Sg
Franz	frants	frants	PROPN.Masc.Nom.Sg
Franz	frants	frants	PROPN.Masc.Acc.Sg
Franzen	fran'tsen	frants	PROPN.Masc.Dat.Sg
Franzos'	fran'tsos'	frantsOs	PROPN.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Franzos'	fran'tsos'	frantsOs	PROPN.Masc.Dat	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Franzos'	fran'tsos'	frantsOs	PROPN.Masc.Nom	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Franzosen	fran'tsO'sen	frantsOs	PROPN.Acc.Pl	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Französ'sch	fran'tsÖsS	frantsOs/NOUN.Masc-"S/ADJ.Pos	NOUN.Neut.Acc.Sg
Fraud'	fraud	fraud	PROPN.Fam.Masc.Nom.Sg
Fraud'	fraud	fraud	PROPN.Fam.Masc.Nom.Sg
Freef'	frEf	frEf?	PROPN.Fam?.Nom.Sg
Frees'	frEs'	frEs	PROPN.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Frees'	frEs'	frEs	PROPN.Masc.Dat	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Frees'	frEs'	frEs	PROPN.Masc.Nom	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Freud'	fräud	fräud	NOUN.Fem.Nom.Sg
Friegen	frI'gen	frIgen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Friegen	frI'gen	frIgen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fritz	frits	frits	PROPN.Masc.Nom.Sg
Fritz	frits	frits	PROPN.Masc.Dat.Sg
Fritz	frits	frits	PROPN.Masc.Acc.Sg
Fritz	frits	frits	PROPN.Masc.Acc.Sg
Fritza	fri'tsa?	frits	PROPN.Masc.Acc.Sg
Fritza	fri'tsa?	frits	PROPN.Masc.Nom.Sg
Fritza	fri'tsa?	frits	PROPN.Masc.Nom.Sg
Fritzen	fri'tsen	frits	PROPN.Fam.Masc.Dat.Sg
Fritzen	fri'tsen	frits	PROPN.Masc.Dat.Sg
Fritzen	fri'tsen	frits	PROPN.Masc.Acc.Sg
Froog	frOg	frågen	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Froog	frOg	frågen	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fru	frU	frU	NOUN.Fem.Nom.Sg
Fru	frU	frU	NOUN.Fem.Dat.Sg
Fru	frU	frU	NOUN.Fem.Acc.Sg
Frü	frU	frU	NOUN.Fem.Nom.Sg.ocr
Fründlich	fründ'lix	fründlix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fründlich	fründ'lix	fründlix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fründlich	fründ'lix	fründlix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fründlich	fründ'lix	fründlix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fründlich	fründ'lix	fründlix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fründlich	fründ'lix	fründlix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fründlich	fründ'lix	fründlix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fründlich	fründ'lix	fründlix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Frünn	frün	fründ	NOUN.Masc.Pl_o.Nom
Frünn	frün	fründ	NOUN.Masc.Pl_o.Acc
Frünn'n	frün	fründ	NOUN.Masc.Dat.Pl
Fullbrecht	ful'brext	ful+brext	PROPN.Fam.Masc.Nom.Sg
Futt'rung	füt'rung	fütrung	NOUN.Fem.Acc.Sg.hd.ocr
Fängt	fengt	fängen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fängt	fengt	fängen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Fängt	fengt	fängen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Föar	fœr	fœr	ADP
Föar	fœr	fœr	PART
Föarn	fœr'n	fœr	ADP DET.Ind.Masc.Acc.Sg
Föarn	fœr'n	fœr	ADP DET.Ind.Neut.Nom.Sg
Föarn	fœr'n	fœr	ADP DET.Ind.Fem.Acc.Sg
Föllt	fölt	falen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Föllt	fölt	falen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Föllt	fölt	falen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Föllt	fölt	falen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Föllt	fölt	falen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Füng	füng	fängen	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Füng	füng	fängen	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Für	für	fœr	ADP.hd
Fürsten	für'sten	fürst	NOUN.Masc.Acc.Sg
Gaf	gaf	gEven	VERB.3.Sg.Ind.Prt.st
Ganz	gants	gants	ADV
Gasthöaf	gast'hœf	gast/NOUN.Masc+hof	NOUN.Masc.Dat.Pl_o
Gedacht	ge'daxt	denken	VERB.PPast.wk
Geduld	ge'duld	geduld	NOUN.Fem.Nom.Sg
Geduld	ge'duld	geduld	NOUN.Fem.Dat.Sg
Gedächtniß	ge'dext'nis	ge-dext-nis	NOUN.Neut.Acc.Sg.hd
Gefallen	ge'fa'len	ge-falen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Gefallen	ge'fa'len	ge-falen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Gefang	ge'sang	ge-sang	NOUN.Masc.Acc.Sg.ocr.hd
Gefecht	ge'fext	ge-fext	NOUN.Neut.Dat.Sg
Gefecht-	ge'fext	ge-fext	NOUN.Neut.Dat.Sg
Gefreiter	ge'frei'ter	gefreiter	NOUN.Masc.Nom.Sg.hd
Gefreiter	ge'frei'ter	gefreiter	NOUN.Masc.Dat.Sg.hd
Gehalt	ge'halt	ge-halt	NOUN.Neut.Acc.Sg
Gehalt	ge'halt	ge-halt	NOUN.Neut.Dat.Sg
Geid	geid	gån	VERB.3.Sg.Ind.Prs
Gelehrsoamkeit	ge'lEr'såm'keit	ge-lEr-såm/ADJ.hd-keit	NOUN.Fem.Dat.Sg
Gemöth	ge'mÖt	gemÖt	NOUN.Neut.Acc.Sg
Genick	ge'nik	ge-nik	NOUN.Neut.Dat.Sg
Genick	ge'nik	ge-nik	NOUN.Neut.Acc.Sg
Genoaten	ge'nå'ten	ge-nåt	NOUN.Masc.Pl_en.Dat 	"Genossen"
Genoog	ge'nOg	ge-nOg	ADV
Geographie	gE'o'gra'fI	gEo-grafI	NOUN.Fem.Acc.Sg
Geographie	gE'o'gra'fI	gEo-grafI	NOUN.Fem.Dat.Sg
Gericht	ge'rixt	gerixt	NOUN.Neut.Nom.Sg
Gericht	ge'rixt	gerixt	NOUN.Neut.Acc.Sg
Gericht	ge'rixt	gerixt	NOUN.Neut.Dat.Sg
Gerichter	ge'rix'ter	ge-rixt	NOUN.Neut.Acc.Pl_er
Geroad	ge'råd	ge-råd	ADV
Geschicht	ge'Sixt	ge-Sixt	NOUN.Fem.Acc.Sg
Geschicht	ge'Sixt	ge-Sixt	NOUN.Fem.Dat.Sg
Geschicht'	ge'Sixt	ge-Sixt	NOUN.Fem.Acc.Sg
Geschicht'	ge'Sixt	ge-Sixt	NOUN.Fem.Nom.Sg
Geschirr	ge'Sir	ge-Sir	NOUN.Neut.Acc.Sg
Geschlitzte	ge'Slits'te	Slitsen/VERB.PPast.wk.hd	ADJ.Pos.Pl.Acc.Ind
Geschwinn	ge'Swin	geSwin	PROPN.Fam?.Masc.Nom.Sg
Geschwinn	ge'Swin	geSwin	PROPN.Fam?.Masc.Dat.Sg
Geschwinn	ge'Swin	ge-Swin	ADV
Geschwinn	ge'Swin	ge-Swin	ADV
Geschwinn'n	ge'Swin'	geSwin	PROPN.Fam?.Masc.Acc.Sg
Geschwinn'n	ge'Swin'	geSwin	PROPN.Fam?.Masc.Dat.Sg
Geschwinnen	ge'Swi'nen	geSwin	PROPN.Fam.Acc.Sg
Geschwoar'n	ge'Swår'n	SwÖren	VERB.PPast.st.viib.hd
Geschäft	ge'Seft	ge-Seft	NOUN.Neut.Acc.Sg
Geseggt	ge'segt	segen	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Gesicht	ge'sixt	ge-sixt	NOUN.Neut.Nom.Sg
Gesicht	ge'sixt	ge-sixt	NOUN.Neut.Dat.Sg
Gesicht	ge'sixt	ge-sixt	NOUN.Neut.Acc.Sg
Gesthicht	ge'Sixt	ge-Sixt	NOUN.Fem.Dat.Sg.ocr
Gesäß	ge'sÄs	ge-sÄs	NOUN.Neut.Nom.Sg.hd
Gitschin	git'SIn	gitSIn	PROPN.Masc?.Neut?.Dat.Sg
Gliek	glIk	glIk	ADV
Gloed'	glÖd	glÖd	PROPN.Fam.Masc.Nom.Sg
Glumm	glum	glum	NOUN.Masc?.Dat.Sg
Glöd'	glÖd	glÖd	PROPN.Fam.Masc.Nom.Sg
Glöden	glÖ'den	glÖd	PROPN.Fam.Masc.Dat.Sg
Glöden	glÖ'den	glÖd	PROPN.Fam.Masc.Acc.Sg
Glöw	glÖv	glÖven	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Glöw	glÖv	glÖven	VERB.2.Sg.Imp	0.865079365079365	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Glööw	glÖv	glÖven	VERB.2.Sg.Imp
Gnuffen	gnu'fen	gnufen/VERB.Inf	NOUN.Neut.Dat.Sg
Goaben	gå'ben	gåv	NOUN.Fem.Pl_en.Nom.hd
Good	gOd	gOd	ADV
Good	gOd	gOd	ADJ.Pos.Pred
Good'n	gO'den	gOd	ADJ.Pos.Masc.Acc.Sg.Ind
Good'n	gO'den	gOd	ADJ.Pos.Masc.Acc.Sg.Ind
Good's	gOds	gOd	ADJ.Pos.Neut.Acc.Sg.Ind
Good's	gOds	gOd/ADJ.Pos	NOUN.Neut.Acc.Sg
Goode	gO'de	gOd	ADJ.Pos.Neut.Acc.Sg.Def
Goode	gO'de	gOd/ADJ.Pos	NOUN.Neut.Acc.Sg
Goode	gO'de	gOd	ADJ.Pos.Fem.Acc.Sg.Def
Goode	gO'de	gOd	ADJ.Pos.Fem.Acc.Sg.Ind
Goode	gO'de	gOd	ADJ.Pos.Masc.Nom.Sg.Def
Goode	gO'de	gOd	ADJ.Pos.Masc.Nom.Sg.Ind
Goode	gO'de	gOd	ADJ.Pos.Pl.Acc.Ind
Gott's	gots	got	NOUN.Masc.Gen.Sg.hd
Gotts-Disch-Rock	gots'diS'rok	got/NOUN.Masc.hd-s+diS/NOUN.Masc+rok	NOUN.Masc.Acc.Sg
Gottshuus	gots'hUs	got/NOUN.Masc.hd-s+hUs	NOUN.Neut.Acc.Sg
Grennadeer	gre'na'dEr	grenadEr	NOUN.Masc.Dat.Pl
Gret	grEt	grEt	PROPN.Fem.Nom.Sg
Gret'	grEt	grEt	PROPN.Fem.Nom.Sg
Gret'	grEt	grEt	PROPN.Fem.Dat.Sg
Gretken	grEt'ken	grEt/PROPN.Fem-ken	PROPN.Neut.Nom.Sg
Gries	grIs	grIs	ADJ.Pos.Pred
Grimm	grim	grim	NOUN.Masc.Dat.Sg
Grimm	grim'	grimen?	PROPN.Top.Neut.Dat.Sg
Grind	grind	grind	NOUN.Masc?.Dat.Sg
Groabenöber	grå'ben'Ö'ber	gråven/NOUN.Masc+Över	NOUN.Neut.Acc.Sg
Groad	gråd	gråd	ADV
Groam	gråm	gråm	NOUN.Masc.Dat.Sg
Groot	grOt	grOt	ADJ.Acc.Fem.Ind.Pos.Sg	1	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Groot	grOt	grOt	ADJ.Acc.Ind.Neut.Pos.Sg	1	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Groot	grOt	grOt	ADJ.Pos.Fem.Acc	0.769230769230769	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Groot	grOt	grOt	ADJ.Pos.Fem.Nom	0.769230769230769	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Groot	grOt	grOt	ADJ.Pos.Masc.Nom	0.769230769230769	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Groot	grOt	grOt	ADJ.Pos.Neut.Acc.wk	0.769230769230769	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Groot	grOt	grOt	ADJ.Pos.Neut.Nom.wk	0.769230769230769	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Groot	grOt	grOt	ADJ.Pos.Pl.Acc.wk	0.769230769230769	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Groot	grOt	grOt	ADJ.Pos.Pl.Nom.wk	0.769230769230769	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Groot	grOt	grOt	ADJ.Pred	1	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Groot	grOt	grOt	ADV	1	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Grot	grOt	grOt	ADV	1	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
Grund	grund	grund	NOUN.Masc.Acc.Sg
Grund	grund	grund	NOUN.Masc.Dat.Sg
Grundsatz	grund'sats	grund/NOUN.Masc+sats	NOUN.Masc.Nom.Sg
Gröschen	grö'Sen	gröSen	NOUN.Masc.Pl.Acc
Gröschen	grö'Sen	gröSen	NOUN.Masc.Acc.Sg
Gröschen	grö'Sen	gröSen	NOUN.Masc.Nom.Pl
Gröschner	gröS'ner	gröSen/NOUN-er	NOUN.Masc.Acc.Sg
Größt	grÖst	grÖten	VERB.3.Sg.Ind.Prs.hd
Gummi-Gutt	gu'mi'gut	gumi+gut	NOUN.Neut.Nom.Sg
Gummi-Gutt	gu'mi'gut	gumi+gut	NOUN.Neut.Acc.Sg
Gummi-Gutt	gu'mi'gut	gumi+gut	NOUN.Neut.Dat.Sg
Gust	gust	(au)gust	PROPN.Masc.Nom.Sg
Gustav	gus'taf	gustaf	PROPN.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Gustav	gus'taf	gustaf	PROPN.Masc.Dat	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Gustav	gus'taf	gustaf	PROPN.Masc.Nom	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Gäft	gÄft	gÄven	VERB.2.Pl.Imp
Gäns'kopp	gens'kop	gans/NOUN.Fem-"+kop	NOUN.Masc.Acc.Sg
Gäns'kopp	gens'kop	gans/NOUN.Fem-"+kop	NOUN.Masc.Nom.Sg
Gäw	gÄv	gÄven	VERB.1.Sg.Ind.Prs
